index, name                                                   , type      , volume-mm3 
525 , Right-Hippocampus_Hippocampal_fissure                  , subcortical,       85.0 
526 , Right-Hippocampus_Tail                                 , subcortical,      867.0 
527 , Right-VentralDC                                        , subcortical,     3152.0 
520 , Right-Hippocampus_CA4                                  , subcortical,      382.0 
521 , Right-Hippocampus_GCDG                                 , subcortical,      400.0 
522 , Right-Hippocampus_HATA                                 , subcortical,       66.0 
523 , Right-Hippocampus_Fimbria                              , subcortical,       90.0 
1014, ctx-lh-insula_16                                       , cortical  ,      279.0 
1015, ctx-lh-insula_13                                       , cortical  ,      384.0 
1016, ctx-lh-insula_6                                        , cortical  ,      401.0 
1017, ctx-lh-insula_4                                        , cortical  ,      483.0 
528 , Right-Hypothalamus                                     , subcortical,     1052.0 
529 , ctx-lh-lateralorbitofrontal_9                          , cortical  ,      621.0 
1012, ctx-lh-transversetemporal_2                            , cortical  ,      268.0 
1013, ctx-lh-transversetemporal_3                            , cortical  ,      174.0 
449 , ctx-rh-middletemporal_19                               , cortical  ,      895.0 
448 , ctx-rh-middletemporal_5                                , cortical  ,      846.0 
443 , ctx-rh-middletemporal_17                               , cortical  ,      615.0 
442 , ctx-rh-middletemporal_7                                , cortical  ,      859.0 
441 , ctx-rh-middletemporal_14                               , cortical  ,      514.0 
440 , ctx-rh-middletemporal_4                                , cortical  ,      433.0 
447 , ctx-rh-middletemporal_3                                , cortical  ,      386.0 
446 , ctx-rh-middletemporal_1                                , cortical  ,     1030.0 
445 , ctx-rh-middletemporal_9                                , cortical  ,     1051.0 
444 , ctx-rh-middletemporal_8                                , cortical  ,      661.0 
47  , ctx-rh-parsopercularis_3                               , cortical  ,      828.0 
108 , ctx-rh-superiorfrontal_13                              , cortical  ,      730.0 
109 , ctx-rh-superiorfrontal_32                              , cortical  ,      471.0 
102 , ctx-rh-superiorfrontal_5                               , cortical  ,      545.0 
103 , ctx-rh-superiorfrontal_22                              , cortical  ,      668.0 
100 , ctx-rh-superiorfrontal_38                              , cortical  ,      557.0 
101 , ctx-rh-superiorfrontal_20                              , cortical  ,      472.0 
106 , ctx-rh-superiorfrontal_18                              , cortical  ,      789.0 
107 , ctx-rh-superiorfrontal_42                              , cortical  ,      388.0 
104 , ctx-rh-superiorfrontal_21                              , cortical  ,      344.0 
105 , ctx-rh-superiorfrontal_12                              , cortical  ,      408.0 
902 , ctx-lh-lingual_14                                      , cortical  ,      188.0 
903 , ctx-lh-lingual_4                                       , cortical  ,      513.0 
39  , ctx-rh-parstriangularis_1                              , cortical  ,      846.0 
38  , ctx-rh-parstriangularis_4                              , cortical  ,      700.0 
906 , ctx-lh-lingual_11                                      , cortical  ,      356.0 
907 , ctx-lh-lingual_9                                       , cortical  ,      264.0 
904 , ctx-lh-lingual_10                                      , cortical  ,      205.0 
905 , ctx-lh-lingual_13                                      , cortical  ,      254.0 
33  , ctx-rh-medialorbitofrontal_6                           , cortical  ,      720.0 
32  , ctx-rh-medialorbitofrontal_2                           , cortical  ,      539.0 
31  , ctx-rh-medialorbitofrontal_4                           , cortical  ,      279.0 
30  , ctx-rh-medialorbitofrontal_5                           , cortical  ,      433.0 
37  , ctx-rh-parstriangularis_3                              , cortical  ,      491.0 
36  , ctx-rh-parstriangularis_5                              , cortical  ,      425.0 
35  , ctx-rh-parstriangularis_8                              , cortical  ,      361.0 
34  , ctx-rh-medialorbitofrontal_11                          , cortical  ,      722.0 
641 , ctx-lh-superiorfrontal_16                              , cortical  ,      345.0 
640 , ctx-lh-superiorfrontal_41                              , cortical  ,      470.0 
643 , ctx-lh-superiorfrontal_9                               , cortical  ,      319.0 
642 , ctx-lh-superiorfrontal_6                               , cortical  ,      360.0 
645 , ctx-lh-superiorfrontal_31                              , cortical  ,     1309.0 
644 , ctx-lh-superiorfrontal_17                              , cortical  ,      906.0 
438 , ctx-rh-middletemporal_11                               , cortical  ,      535.0 
439 , ctx-rh-middletemporal_10                               , cortical  ,      485.0 
436 , ctx-rh-middletemporal_15                               , cortical  ,      812.0 
437 , ctx-rh-middletemporal_6                                , cortical  ,      623.0 
434 , ctx-rh-middletemporal_16                               , cortical  ,      660.0 
435 , ctx-rh-middletemporal_13                               , cortical  ,      506.0 
432 , ctx-rh-inferiortemporal_13                             , cortical  ,     1127.0 
433 , ctx-rh-middletemporal_12                               , cortical  ,      593.0 
430 , ctx-rh-inferiortemporal_15                             , cortical  ,      664.0 
431 , ctx-rh-inferiortemporal_14                             , cortical  ,      758.0 
826 , ctx-lh-inferiorparietal_19                             , cortical  ,      365.0 
339 , ctx-rh-cuneus_5                                        , cortical  ,      180.0 
338 , ctx-rh-cuneus_6                                        , cortical  ,      177.0 
335 , ctx-rh-cuneus_8                                        , cortical  ,      224.0 
334 , ctx-rh-cuneus_2                                        , cortical  ,      188.0 
337 , ctx-rh-cuneus_7                                        , cortical  ,      259.0 
336 , ctx-rh-cuneus_3                                        , cortical  ,      227.0 
331 , ctx-rh-precuneus_13                                    , cortical  ,      493.0 
330 , ctx-rh-precuneus_18                                    , cortical  ,      931.0 
333 , ctx-rh-cuneus_1                                        , cortical  ,      285.0 
332 , ctx-rh-precuneus_17                                    , cortical  ,      208.0 
559 , ctx-lh-medialorbitofrontal_4                           , cortical  ,      305.0 
1026, ctx-lh-insula_3                                        , cortical  ,      416.0 
745 , ctx-lh-postcentral_17                                  , cortical  ,      253.0 
854 , ctx-lh-precuneus_20                                    , cortical  ,      691.0 
818 , ctx-lh-inferiorparietal_12                             , cortical  ,      864.0 
856 , ctx-lh-precuneus_5                                     , cortical  ,      394.0 
857 , ctx-lh-precuneus_23                                    , cortical  ,      518.0 
850 , ctx-lh-precuneus_15                                    , cortical  ,      566.0 
851 , ctx-lh-precuneus_14                                    , cortical  ,      435.0 
852 , ctx-lh-precuneus_11                                    , cortical  ,      471.0 
819 , ctx-lh-inferiorparietal_8                              , cortical  ,      513.0 
858 , ctx-lh-precuneus_18                                    , cortical  ,      874.0 
859 , ctx-lh-precuneus_13                                    , cortical  ,      532.0 
748 , ctx-lh-postcentral_7                                   , cortical  ,      164.0 
6   , ctx-rh-lateralorbitofrontal_10                         , cortical  ,      763.0 
425 , ctx-rh-inferiortemporal_7                              , cortical  ,      811.0 
43  , ctx-rh-parsopercularis_8                               , cortical  ,      497.0 
99  , ctx-rh-superiorfrontal_24                              , cortical  ,      467.0 
98  , ctx-rh-superiorfrontal_25                              , cortical  ,      646.0 
8   , ctx-rh-lateralorbitofrontal_17                         , cortical  ,      362.0 
91  , ctx-rh-superiorfrontal_30                              , cortical  ,      773.0 
90  , ctx-rh-superiorfrontal_27                              , cortical  ,      388.0 
93  , ctx-rh-superiorfrontal_2                               , cortical  ,      436.0 
92  , ctx-rh-superiorfrontal_15                              , cortical  ,      542.0 
95  , ctx-rh-superiorfrontal_37                              , cortical  ,      490.0 
94  , ctx-rh-superiorfrontal_11                              , cortical  ,      520.0 
97  , ctx-rh-superiorfrontal_36                              , cortical  ,      556.0 
96  , ctx-rh-superiorfrontal_8                               , cortical  ,      487.0 
814 , ctx-lh-inferiorparietal_11                             , cortical  ,      492.0 
815 , ctx-lh-inferiorparietal_3                              , cortical  ,      387.0 
153 , ctx-rh-precentral_32                                   , cortical  ,      186.0 
740 , ctx-lh-postcentral_18                                  , cortical  ,      309.0 
741 , ctx-lh-postcentral_27                                  , cortical  ,      212.0 
742 , ctx-lh-postcentral_13                                  , cortical  ,      165.0 
743 , ctx-lh-postcentral_23                                  , cortical  ,      262.0 
744 , ctx-lh-postcentral_9                                   , cortical  ,      303.0 
558 , ctx-lh-medialorbitofrontal_5                           , cortical  ,      499.0 
746 , ctx-lh-postcentral_30                                  , cortical  ,      154.0 
747 , ctx-lh-postcentral_22                                  , cortical  ,      248.0 
555 , ctx-lh-medialorbitofrontal_3                           , cortical  ,      586.0 
554 , ctx-lh-medialorbitofrontal_7                           , cortical  ,      663.0 
557 , ctx-lh-medialorbitofrontal_8                           , cortical  ,      615.0 
556 , ctx-lh-medialorbitofrontal_10                          , cortical  ,      378.0 
551 , ctx-lh-frontalpole_1                                   , cortical  ,      618.0 
550 , ctx-lh-frontalpole_2                                   , cortical  ,      113.0 
553 , ctx-lh-medialorbitofrontal_9                           , cortical  ,      578.0 
552 , ctx-lh-medialorbitofrontal_1                           , cortical  ,      765.0 
238 , ctx-rh-supramarginal_13                                , cortical  ,      313.0 
239 , ctx-rh-supramarginal_18                                , cortical  ,      385.0 
234 , ctx-rh-postcentral_28                                  , cortical  ,      223.0 
235 , ctx-rh-supramarginal_19                                , cortical  ,      310.0 
236 , ctx-rh-supramarginal_10                                , cortical  ,      524.0 
237 , ctx-rh-supramarginal_11                                , cortical  ,      410.0 
230 , ctx-rh-postcentral_10                                  , cortical  ,      143.0 
231 , ctx-rh-postcentral_2                                   , cortical  ,      116.0 
232 , ctx-rh-postcentral_19                                  , cortical  ,      130.0 
233 , ctx-rh-postcentral_15                                  , cortical  ,      191.0 
1050, Left-Hippocampus_HATA                                  , subcortical,       77.0 
1051, Left-Hippocampus_Fimbria                               , subcortical,       98.0 
1052, Left-Hippocampus_Molecular_layer_HP                    , subcortical,      760.0 
1053, Left-Hippocampus_Hippocampal_fissure                   , subcortical,       91.0 
1054, Left-Hippocampus_Tail                                  , subcortical,      846.0 
1055, Left-VentralDC                                         , subcortical,     2949.0 
1056, Left-Hypothalamus                                      , subcortical,     1012.0 
1057, Brain_Stem-Midbrain                                    , subcortical,     7922.0 
1058, Brain_Stem-Pons                                        , subcortical,    18740.0 
1059, Brain_Stem-Medulla                                     , subcortical,     5825.0 
1   , ctx-rh-lateralorbitofrontal_9                          , cortical  ,      650.0 
155 , ctx-rh-precentral_15                                   , cortical  ,      200.0 
146 , ctx-rh-precentral_22                                   , cortical  ,      223.0 
147 , ctx-rh-precentral_26                                   , cortical  ,      241.0 
618 , ctx-lh-superiorfrontal_27                              , cortical  ,      442.0 
145 , ctx-rh-precentral_19                                   , cortical  ,      222.0 
142 , ctx-rh-precentral_34                                   , cortical  ,      293.0 
143 , ctx-rh-precentral_2                                    , cortical  ,      330.0 
140 , ctx-rh-precentral_8                                    , cortical  ,      363.0 
141 , ctx-rh-precentral_20                                   , cortical  ,      463.0 
612 , ctx-lh-superiorfrontal_23                              , cortical  ,      650.0 
613 , ctx-lh-superiorfrontal_10                              , cortical  ,      477.0 
610 , ctx-lh-superiorfrontal_14                              , cortical  ,      587.0 
611 , ctx-lh-superiorfrontal_7                               , cortical  ,      731.0 
616 , ctx-lh-superiorfrontal_29                              , cortical  ,      431.0 
617 , ctx-lh-superiorfrontal_1                               , cortical  ,      823.0 
148 , ctx-rh-precentral_6                                    , cortical  ,      252.0 
149 , ctx-rh-precentral_10                                   , cortical  ,      301.0 
511 , Right-Pallidum                                         , subcortical,     2689.0 
510 , Right-Putamen                                          , subcortical,     6306.0 
154 , ctx-rh-precentral_16                                   , cortical  ,      196.0 
513 , Right-Amygdala                                         , subcortical,     2216.0 
512 , Right-Accumbens_area                                   , subcortical,      828.0 
948 , ctx-lh-inferiortemporal_9                              , cortical  ,      757.0 
949 , ctx-lh-inferiortemporal_11                             , cortical  ,      584.0 
946 , ctx-lh-inferiortemporal_3                              , cortical  ,     1208.0 
947 , ctx-lh-inferiortemporal_5                              , cortical  ,      816.0 
944 , ctx-lh-temporalpole_3                                  , cortical  ,      901.0 
945 , ctx-lh-inferiortemporal_16                             , cortical  ,      519.0 
942 , ctx-lh-temporalpole_1                                  , cortical  ,     1579.0 
943 , ctx-lh-temporalpole_2                                  , cortical  ,      982.0 
940 , ctx-lh-entorhinal_1                                    , cortical  ,     1487.0 
941 , ctx-lh-entorhinal_2                                    , cortical  ,      884.0 
689 , ctx-lh-precentral_14                                   , cortical  ,      167.0 
688 , ctx-lh-precentral_11                                   , cortical  ,      240.0 
685 , ctx-lh-precentral_18                                   , cortical  ,      341.0 
684 , ctx-lh-precentral_30                                   , cortical  ,      157.0 
687 , ctx-lh-precentral_7                                    , cortical  ,      243.0 
686 , ctx-lh-precentral_27                                   , cortical  ,      380.0 
681 , ctx-lh-precentral_32                                   , cortical  ,      175.0 
680 , ctx-lh-precentral_4                                    , cortical  ,      204.0 
683 , ctx-lh-precentral_15                                   , cortical  ,      143.0 
682 , ctx-lh-precentral_16                                   , cortical  ,      150.0 
458 , ctx-rh-superiortemporal_9                              , cortical  ,      452.0 
459 , ctx-rh-superiortemporal_25                             , cortical  ,      316.0 
133 , ctx-rh-precentral_35                                   , cortical  ,      396.0 
132 , ctx-rh-precentral_12                                   , cortical  ,      290.0 
131 , ctx-rh-caudalmiddlefrontal_6                           , cortical  ,      670.0 
130 , ctx-rh-caudalmiddlefrontal_9                           , cortical  ,      672.0 
137 , ctx-rh-precentral_5                                    , cortical  ,      377.0 
136 , ctx-rh-precentral_31                                   , cortical  ,      494.0 
135 , ctx-rh-precentral_36                                   , cortical  ,      338.0 
134 , ctx-rh-precentral_28                                   , cortical  ,      471.0 
494 , ctx-rh-insula_10                                       , cortical  ,      384.0 
495 , ctx-rh-insula_1                                        , cortical  ,      439.0 
139 , ctx-rh-precentral_1                                    , cortical  ,      451.0 
138 , ctx-rh-precentral_21                                   , cortical  ,      189.0 
490 , ctx-rh-insula_5                                        , cortical  ,      289.0 
491 , ctx-rh-insula_15                                       , cortical  ,      581.0 
492 , ctx-rh-insula_8                                        , cortical  ,      659.0 
493 , ctx-rh-insula_11                                       , cortical  ,      353.0 
24  , ctx-rh-medialorbitofrontal_1                           , cortical  ,      686.0 
25  , ctx-rh-medialorbitofrontal_9                           , cortical  ,      469.0 
26  , ctx-rh-medialorbitofrontal_7                           , cortical  ,      565.0 
27  , ctx-rh-medialorbitofrontal_3                           , cortical  ,      573.0 
20  , ctx-rh-parsorbitalis_2                                 , cortical  ,      759.0 
21  , ctx-rh-parsorbitalis_3                                 , cortical  ,      928.0 
22  , ctx-rh-frontalpole_2                                   , cortical  ,      306.0 
23  , ctx-rh-frontalpole_1                                   , cortical  ,      644.0 
28  , ctx-rh-medialorbitofrontal_10                          , cortical  ,      428.0 
29  , ctx-rh-medialorbitofrontal_8                           , cortical  ,      581.0 
820 , ctx-lh-inferiorparietal_16                             , cortical  ,      274.0 
407 , ctx-rh-parahippocampal_2                               , cortical  ,      280.0 
406 , ctx-rh-parahippocampal_3                               , cortical  ,      363.0 
405 , ctx-rh-fusiform_16                                     , cortical  ,     1704.0 
404 , ctx-rh-fusiform_10                                     , cortical  ,      938.0 
403 , ctx-rh-fusiform_1                                      , cortical  ,      814.0 
402 , ctx-rh-fusiform_3                                      , cortical  ,      703.0 
401 , ctx-rh-fusiform_4                                      , cortical  ,      866.0 
400 , ctx-rh-fusiform_7                                      , cortical  ,      566.0 
933 , ctx-lh-fusiform_16                                     , cortical  ,     1783.0 
932 , ctx-lh-fusiform_10                                     , cortical  ,      783.0 
931 , ctx-lh-fusiform_1                                      , cortical  ,      545.0 
930 , ctx-lh-fusiform_3                                      , cortical  ,      696.0 
937 , ctx-lh-parahippocampal_6                               , cortical  ,      218.0 
452 , ctx-rh-bankssts_3                                      , cortical  ,      445.0 
409 , ctx-rh-parahippocampal_6                               , cortical  ,      223.0 
408 , ctx-rh-parahippocampal_1                               , cortical  ,      431.0 
453 , ctx-rh-bankssts_6                                      , cortical  ,      355.0 
414 , ctx-rh-temporalpole_1                                  , cortical  ,     1091.0 
183 , ctx-rh-rostralanteriorcingulate_3                      , cortical  ,      533.0 
415 , ctx-rh-temporalpole_2                                  , cortical  ,      999.0 
379 , ctx-rh-lingual_9                                       , cortical  ,      250.0 
378 , ctx-rh-lingual_11                                      , cortical  ,      306.0 
228 , ctx-rh-postcentral_21                                  , cortical  ,      269.0 
829 , ctx-lh-inferiorparietal_18                             , cortical  ,      988.0 
828 , ctx-lh-inferiorparietal_9                              , cortical  ,      678.0 
371 , ctx-rh-lateraloccipital_11                             , cortical  ,      682.0 
370 , ctx-rh-lateraloccipital_22                             , cortical  ,      571.0 
373 , ctx-rh-lingual_8                                       , cortical  ,      339.0 
372 , ctx-rh-lingual_16                                      , cortical  ,      556.0 
375 , ctx-rh-lingual_4                                       , cortical  ,      544.0 
374 , ctx-rh-lingual_14                                      , cortical  ,      228.0 
377 , ctx-rh-lingual_13                                      , cortical  ,      214.0 
376 , ctx-rh-lingual_10                                      , cortical  ,      234.0 
708 , ctx-lh-rostralanteriorcingulate_2                      , cortical  ,      991.0 
709 , ctx-lh-rostralanteriorcingulate_1                      , cortical  ,      824.0 
704 , ctx-lh-paracentral_10                                  , cortical  ,      227.0 
705 , ctx-lh-paracentral_11                                  , cortical  ,      471.0 
706 , ctx-lh-paracentral_7                                   , cortical  ,      331.0 
707 , ctx-lh-paracentral_8                                   , cortical  ,      257.0 
700 , ctx-lh-paracentral_3                                   , cortical  ,      382.0 
144 , ctx-rh-precentral_23                                   , cortical  ,      225.0 
702 , ctx-lh-paracentral_12                                  , cortical  ,      330.0 
703 , ctx-lh-paracentral_6                                   , cortical  ,      282.0 
393 , ctx-rh-fusiform_14                                     , cortical  ,      567.0 
392 , ctx-rh-fusiform_12                                     , cortical  ,      382.0 
88  , ctx-rh-superiorfrontal_29                              , cortical  ,      472.0 
619 , ctx-lh-superiorfrontal_30                              , cortical  ,      810.0 
397 , ctx-rh-fusiform_15                                     , cortical  ,      378.0 
396 , ctx-rh-fusiform_17                                     , cortical  ,      320.0 
395 , ctx-rh-fusiform_6                                      , cortical  ,      432.0 
394 , ctx-rh-fusiform_8                                      , cortical  ,      460.0 
82  , ctx-rh-superiorfrontal_14                              , cortical  ,      468.0 
83  , ctx-rh-superiorfrontal_7                               , cortical  ,      737.0 
80  , ctx-rh-superiorfrontal_4                               , cortical  ,      676.0 
81  , ctx-rh-superiorfrontal_3                               , cortical  ,      712.0 
86  , ctx-rh-superiorfrontal_39                              , cortical  ,      501.0 
87  , ctx-rh-superiorfrontal_19                              , cortical  ,      330.0 
84  , ctx-rh-superiorfrontal_23                              , cortical  ,      631.0 
85  , ctx-rh-superiorfrontal_10                              , cortical  ,      517.0 
797 , ctx-lh-superiorparietal_22                             , cortical  ,      360.0 
796 , ctx-lh-superiorparietal_25                             , cortical  ,      494.0 
795 , ctx-lh-superiorparietal_20                             , cortical  ,      508.0 
794 , ctx-lh-superiorparietal_7                              , cortical  ,      471.0 
793 , ctx-lh-superiorparietal_17                             , cortical  ,      464.0 
792 , ctx-lh-superiorparietal_16                             , cortical  ,      441.0 
791 , ctx-lh-superiorparietal_28                             , cortical  ,      408.0 
790 , ctx-lh-superiorparietal_15                             , cortical  ,      419.0 
749 , ctx-lh-postcentral_4                                   , cortical  ,      181.0 
799 , ctx-lh-superiorparietal_5                              , cortical  ,      325.0 
798 , ctx-lh-superiorparietal_9                              , cortical  ,      564.0 
7   , ctx-rh-lateralorbitofrontal_4                          , cortical  ,      478.0 
170 , ctx-rh-paracentral_4                                   , cortical  ,      332.0 
586 , ctx-lh-rostralmiddlefrontal_20                         , cortical  ,      485.0 
587 , ctx-lh-rostralmiddlefrontal_15                         , cortical  ,      650.0 
584 , ctx-lh-rostralmiddlefrontal_24                         , cortical  ,     1184.0 
585 , ctx-lh-rostralmiddlefrontal_10                         , cortical  ,      984.0 
582 , ctx-lh-rostralmiddlefrontal_16                         , cortical  ,      578.0 
583 , ctx-lh-rostralmiddlefrontal_22                         , cortical  ,      800.0 
580 , ctx-lh-rostralmiddlefrontal_19                         , cortical  ,      876.0 
581 , ctx-lh-rostralmiddlefrontal_21                         , cortical  ,      585.0 
588 , ctx-lh-rostralmiddlefrontal_18                         , cortical  ,      503.0 
589 , ctx-lh-rostralmiddlefrontal_7                          , cortical  ,      690.0 
245 , ctx-rh-supramarginal_3                                 , cortical  ,      429.0 
244 , ctx-rh-supramarginal_9                                 , cortical  ,      826.0 
247 , ctx-rh-supramarginal_16                                , cortical  ,      855.0 
246 , ctx-rh-supramarginal_14                                , cortical  ,      604.0 
241 , ctx-rh-supramarginal_8                                 , cortical  ,      801.0 
614 , ctx-lh-superiorfrontal_39                              , cortical  ,      540.0 
243 , ctx-rh-supramarginal_15                                , cortical  ,      478.0 
242 , ctx-rh-supramarginal_4                                 , cortical  ,      364.0 
615 , ctx-lh-superiorfrontal_19                              , cortical  ,      518.0 
249 , ctx-rh-supramarginal_6                                 , cortical  ,      417.0 
248 , ctx-rh-supramarginal_2                                 , cortical  ,      268.0 
418 , ctx-rh-inferiortemporal_3                              , cortical  ,     1247.0 
224 , ctx-rh-postcentral_1                                   , cortical  ,      301.0 
419 , ctx-rh-inferiortemporal_5                              , cortical  ,      909.0 
519 , Right-Hippocampus_CA3                                  , subcortical,      309.0 
518 , Right-Hippocampus_CA1                                  , subcortical,      920.0 
1009, ctx-lh-superiortemporal_10                             , cortical  ,     1037.0 
1008, ctx-lh-superiortemporal_20                             , cortical  ,      610.0 
1007, ctx-lh-superiortemporal_23                             , cortical  ,      329.0 
1006, ctx-lh-superiortemporal_4                              , cortical  ,      812.0 
1005, ctx-lh-superiortemporal_8                              , cortical  ,      512.0 
1004, ctx-lh-superiortemporal_18                             , cortical  ,      561.0 
515 , Right-Hippocampus_Parasubiculum                        , subcortical,       65.0 
1002, ctx-lh-superiortemporal_3                              , cortical  ,      394.0 
517 , Right-Hippocampus_Subiculum                            , subcortical,      543.0 
1000, ctx-lh-superiortemporal_5                              , cortical  ,      330.0 
623 , ctx-lh-superiorfrontal_37                              , cortical  ,      427.0 
622 , ctx-lh-superiorfrontal_11                              , cortical  ,      395.0 
621 , ctx-lh-superiorfrontal_2                               , cortical  ,      266.0 
514 , Right-Hippocampus                                      , subcortical,     1351.0 
627 , ctx-lh-superiorfrontal_24                              , cortical  ,      444.0 
626 , ctx-lh-superiorfrontal_25                              , cortical  ,      587.0 
625 , ctx-lh-superiorfrontal_36                              , cortical  ,      529.0 
624 , ctx-lh-superiorfrontal_8                               , cortical  ,      499.0 
450 , ctx-rh-middletemporal_2                                , cortical  ,      882.0 
451 , ctx-rh-middletemporal_18                               , cortical  ,      849.0 
629 , ctx-lh-superiorfrontal_20                              , cortical  ,      487.0 
628 , ctx-lh-superiorfrontal_38                              , cortical  ,      467.0 
454 , ctx-rh-bankssts_2                                      , cortical  ,      437.0 
455 , ctx-rh-bankssts_1                                      , cortical  ,      525.0 
456 , ctx-rh-bankssts_4                                      , cortical  ,      703.0 
457 , ctx-rh-bankssts_5                                      , cortical  ,      677.0 
179 , ctx-rh-paracentral_8                                   , cortical  ,      296.0 
178 , ctx-rh-paracentral_7                                   , cortical  ,      485.0 
177 , ctx-rh-paracentral_11                                  , cortical  ,      444.0 
