1.829976396538158667e+01 2.257513768686072808e+01 -2.113139260424862442e+01
3.432985611510790136e+01 2.516366906474820553e+01 -1.410539568345323858e+01
2.552394822006472452e+01 4.081262135922330003e+01 -1.469741100323624750e+01
1.697029702970297649e+01 5.488271134805788165e+01 -1.795049504950495134e+01
4.378909196402668158e+01 4.146591238758341547e+01 -1.184508268059181546e+01
9.595789473684206428e+00 6.734421052631577709e+01 -8.942105263157898776e+00
5.643749999999997158e+00 5.406838235294117112e+01 -1.064889705882352899e+01
5.396685082872934913e+00 3.671491712707182842e+01 -2.120331491712707361e+01
6.583735354927640060e+00 2.079117849758787884e+01 -1.835492763611302536e+01
4.015312499999998863e+01 2.743828124999998863e+01 3.421093749999997158e+00
5.119248080487159314e+01 3.335319036272173321e+01 6.351337039978815824e+00
4.771016166281754067e+01 1.782448036951501535e+01 1.496362586605080480e+01
4.846705559368564309e+01 1.243376801647221441e+01 1.254118050789293193e+01
2.916227319411160579e+01 4.346935980828482116e+01 3.637589866484080403e+01
4.403832190399353408e+01 2.639330375151271824e+01 2.568979427188382658e+01
3.890344361917624383e+01 4.348323205041637607e+01 2.329417060544676588e+01
3.447436384352448613e+01 5.289213824534752462e+01 8.627041397645271559e+00
2.289800543970987690e+01 6.338712601994561169e+01 6.517225747960111448e+00
2.899117322545053810e+01 6.013681500551672343e+01 -6.753585877160716677e+00
9.871115472685644932e+00 5.935917566241414534e+01 8.113182859012098902e+00
7.768010752688169873e+00 5.341962365591396633e+01 2.388360215053764080e+01
7.528934010152283918e+00 4.093934010152284486e+01 3.958756345177664571e+01
1.774551446356646522e+01 3.602050530941048123e+01 4.609373855730501646e+01
8.671583634845532629e+00 1.820651266351239883e+01 5.084441970498190244e+01
7.586417065737919074e+00 3.332172398781011680e+00 5.750805398345667641e+01
1.615433403805496937e+01 -7.198731501057125115e-01 7.056765327695561041e+01
2.297502774694783056e+01 1.156659267480577569e+01 5.563207547169810141e+01
3.673534743202415598e+01 1.364954682779455197e+00 4.581510574018126647e+01
4.178546409807356099e+01 1.096409807355516364e+01 3.554728546409806711e+01
3.526268320180383853e+01 1.546298384066139420e+01 5.267643742953777064e+01
5.225295275590551114e+01 2.736220472440948015e+00 8.374507874015748143e+00
5.484899328859060574e+01 6.714205816554823514e+00 2.339429530201341834e+01
5.513063063063063396e+01 -9.714714714714602906e-01 3.666666666666667140e+01
4.355620953502059933e+01 -8.025309005297231124e+00 4.969688051795174033e+01
3.216478076379067375e+01 -2.203323903818953511e+01 6.210183875530410091e+01
2.263806158505805399e+01 -1.354669358909642085e+01 6.494598687531549785e+01
6.590094836670175482e+00 -3.538250790305585269e+01 6.474183350895680178e+01
6.530838165524514238e+00 -1.535846072746441848e+01 5.513336847654190365e+01
1.062023460410557618e+01 -3.349413489736070915e+01 4.957624633431085215e+01
6.376789751318767685e+00 3.878183873398643300e+01 2.540693293142425091e+00
5.578373847443415912e+00 2.259010896898575993e+01 2.666680637049455527e+01
5.698063840920980283e+00 -7.564102564102569204e+00 3.996180010465724308e+01
5.831108531630874836e+00 -2.738073128264655054e+01 3.788392338943702953e+01
7.733489775393891819e+00 -4.735601743211532266e+01 2.076332551123030612e+01
5.103961456102783245e+01 -9.926124197002138771e+00 1.446734475374732654e+01
6.282538659793814873e+01 -1.124226804123711076e+01 2.521198453608246837e+01
5.251269349845202328e+01 -1.693808049535603288e+01 4.726687306501547425e+01
4.197773475314616576e+01 -3.262633107454017534e+01 5.491965150048403643e+01
2.886981132075472090e+01 -3.113710691823899879e+01 6.916289308176101258e+01
4.867375000000001251e+01 -3.327437500000000625e+01 4.663437500000000568e+01
6.021480026195155233e+01 -4.513588736083823960e+01 3.583038637851997521e+01
6.281164241164242412e+01 -2.715717255717255796e+01 3.536715176715176767e+01
5.005166999714529652e+01 -2.828632600628033344e+01 2.210191264630316255e+01
3.440877796901892793e+01 -4.359939759036144835e+01 5.203313253012048278e+01
2.081914893617020823e+01 -4.964113475177305190e+01 7.115035460992908156e+01
2.444581695676586719e+01 -6.010892756878158139e+01 6.551487928130262617e+01
2.745487148834429547e+01 -6.303287507471607398e+01 5.398147041243275623e+01
2.190957446808511122e+01 -7.388696808510638903e+01 4.814295212765956933e+01
2.788855193328278403e+01 -7.861258529188779676e+01 2.881122062168309128e+01
1.500836120401338292e+01 -8.700836120401336871e+01 3.961287625418060543e+01
4.184783715012721927e+01 -5.386259541984732380e+01 4.813078880407124416e+01
5.149697783747481594e+01 -5.576527871054399554e+01 3.436064472800536862e+01
3.582572030920590578e+01 -6.925650035137033456e+01 4.724455375966267923e+01
4.433050847457627697e+01 -7.203911342894393499e+01 3.843024771838331333e+01
4.896619864794593013e+01 -6.116900676027040618e+01 2.089391575663026401e+01
4.167945439045183775e+01 -7.811551577152599179e+01 2.518840579710145278e+01
1.911003460207612648e+01 -6.518269896193771729e+01 1.993356401384083654e+01
7.996059544658493223e+00 -5.721803852889667041e+01 2.648949211908932000e+01
1.114729370008872422e+01 -6.599112688553682915e+01 3.105723158828749320e+01
7.864473168820993010e+00 -6.561731296513904965e+01 4.957500979240109018e+01
7.407053197848171067e+00 -4.809085475194261505e+01 5.091601912731620416e+01
8.738069989395540915e+00 -7.145917285259810114e+01 2.285577942735949364e+01
4.268156424581007968e+00 -8.835307262569833142e+01 2.552849162011173689e+01
1.006922126081582292e+01 -7.131025957972806850e+01 1.135599505562423417e+01
5.428235294117641274e+00 -8.671529411764706197e+01 4.062352941176470722e+00
1.449777495232041247e+01 -1.004907819453273987e+02 1.229179910998092851e+01
3.220159680638721511e+01 -9.038323353293412765e+01 1.641650033266799369e+01
2.194220229197807726e+01 -9.629347284504234494e+01 -1.005032386646736597e+01
3.901703163017032239e+01 -8.365855636658557160e+01 -6.156528791565293091e+00
4.929607568325158695e+01 -7.221233356692361838e+01 8.398738612473692910e-01
-1.000000000000000000e+00 -9.533333333333334281e+01 -1.333333333333333570e+01
1.061783439490446312e+01 -6.552138307552320384e+01 -1.383985441310287001e+00
1.991629563668745106e+01 -5.545725734639358961e+01 -2.625556544968830508e+00
3.056454601605929611e+01 -6.819888820259419049e+01 -1.143051266213711870e+01
3.952657534246574755e+01 -5.651506849315067882e+01 -1.594684931506849068e+01
3.550363489499193292e+01 -4.206340872374798323e+01 -1.845718901453957983e+01
3.303051121438673476e+01 -1.253263285512224456e+01 -3.601313396645787179e+01
2.504252520824199735e+01 -3.224331433581762951e+01 -1.745287154756685766e+01
2.398612975391499447e+01 -3.983445190156601257e+00 -3.259552572706935081e+01
3.097422512234909675e+01 1.501794453507341132e+01 -3.534975530179445258e+01
4.478029766123316335e+01 -4.364989369241669692e+00 -3.928230569336168543e+01
5.455429864253395067e+01 -2.262782805429864652e+01 -2.643627450980392268e+01
5.626500422654268618e+01 -4.115215553677091975e+01 -2.024260355029586123e+01
5.308094488188976356e+01 -5.819968503937008109e+01 -8.617007874015754965e+00
6.103284527107243207e+01 -5.444558765334389250e+01 4.447962010288875945e+00
6.125987624940503906e+01 -3.411851499286053979e+01 -2.724416944312238797e+00
6.296491228070175339e+01 -2.180216498693542349e+01 -1.157708100037327625e+01
5.484252103726601035e+01 -1.454576678687828917e-01 -2.823939550060106285e+01
5.588045903729678798e+01 -4.382371692700031929e+01 9.958877908830089609e+00
5.876896551724138362e+01 -3.137487684729063631e+01 1.400344827586206975e+01
5.988729421696919530e+01 -2.458885605740819358e+01 9.075559307724745395e-01
5.870638126009691860e+01 -9.700726978998389427e+00 -1.226978998384495867e+00
4.389072164948453292e+01 -3.465292096219940277e+00 -1.226391752577319494e+01
5.016539235412474795e+01 1.052213279678068147e+01 -1.753380281690140663e+01
4.547906976744187091e+01 -2.083139534883720501e+01 9.926744186046505547e+00
3.739165237278444920e+01 -1.755460263007432786e+01 1.084791309319611230e+01
3.920936639118457379e+01 -1.780991735537185150e+00 -4.287190082644656286e-01
3.592828438948995995e+01 1.454404945904173019e+01 -3.698918083462132245e+00
1.157614453272796595e+01 -1.875435111615588823e+01 7.514661369655698309e+00
1.402277390233894039e+01 9.059294214197791462e+00 1.052831350020517220e+01
2.646431969552806152e+01 1.369330796067231404e+00 6.181414525848367703e-01
2.144328746746002423e+01 -5.034585347712905445e+00 -3.633320937151296448e-01
9.618357487922708060e+00 1.191666666666665719e+01 -6.359903381642510567e+00
2.654352296093215102e+01 -2.351953392734749571e+01 -1.307333790267306028e+01
2.359185480301017890e+01 -5.093846834882697294e+00 -1.909473218238158410e+01
-1.729845769070446693e+01 2.228345143809920614e+01 -2.088161734055856300e+01
-3.351455026455026598e+01 2.494775132275131568e+01 -1.332572751322751259e+01
-2.444612001256676592e+01 4.021269242852653747e+01 -1.484260131950989603e+01
-1.585250917992655673e+01 5.520195838433292579e+01 -1.802876376988984219e+01
-4.318191161356629237e+01 3.994552929085304527e+01 -1.262966769441589321e+01
-6.731874145006841559e+00 6.775239398084815434e+01 -7.797537619699042466e+00
-4.721736204576046703e+00 5.306224764468370836e+01 -1.104340511440107520e+01
-4.583889173935347117e+00 3.419856336582861900e+01 -2.073011800923550396e+01
-5.379399141630898384e+00 1.893648068669529039e+01 -1.773905579399141885e+01
-3.953728813559322219e+01 2.758813559322032916e+01 3.094915254237292856e+00
-5.055903935957304896e+01 3.405003335557037758e+01 4.084389593062041968e+00
-4.691058244462674054e+01 1.948564397046760632e+01 1.570426579163247993e+01
-4.732093023255814046e+01 1.262754919499104744e+01 1.254060822898031802e+01
-2.724413012729844752e+01 4.460961810466761790e+01 3.403422913719943210e+01
-4.336582478295185439e+01 2.783859510655091185e+01 2.556550907655879712e+01
-3.819363686231486810e+01 4.491442676906197562e+01 2.191497531541415356e+01
-3.424633320797292413e+01 5.267957878901842150e+01 6.289206468597214439e+00
-2.197876213592232375e+01 6.314138349514561810e+01 3.574029126213588370e+00
-2.847844643619291105e+01 6.023943661971830466e+01 -7.272727272727266268e+00
-9.017265680056382848e+00 5.949964763918251265e+01 8.085271317829452187e+00
-7.437421304457316751e+00 5.416670863762277577e+01 2.352002014605892555e+01
-5.974140302613477616e+00 4.132819807427785008e+01 3.913865199449793408e+01
-1.611266447368420529e+01 3.789144736842104066e+01 4.580879934210526017e+01
-7.626882014782367492e+00 1.964905557076374976e+01 5.109471667122912208e+01
-6.599650959860383637e+00 1.462478184991283570e+00 5.643246073298428200e+01
-1.497968397291195686e+01 -2.170805116629054510e+00 7.007900677200902351e+01
-2.204573002754820266e+01 1.149421487603305536e+01 5.521157024793387791e+01
-3.354614045269877920e+01 9.924550203134003823e-01 4.698084735925711186e+01
-4.123269961977186426e+01 1.170190114068441289e+01 3.543346007604563397e+01
-3.400662482566248457e+01 1.782426778242677301e+01 5.102789400278939524e+01
-5.142095327984898745e+01 1.454459650778659352e+00 8.616328456819260850e+00
-5.250474595198213024e+01 6.158570630932445056e+00 2.396370742601898485e+01
-5.347171145685997118e+01 -7.312588401697439622e-01 3.736350777934936218e+01
-4.288358208955224171e+01 -7.361791044776126114e+00 4.943343283582089498e+01
-3.137673343605547416e+01 -2.165254237288135641e+01 6.205932203389829738e+01
-2.118222976796830892e+01 -1.577702320316920748e+01 6.649518958687039571e+01
-5.750667853962596610e+00 -3.535975066785395882e+01 6.486731967943009636e+01
-5.359190556492407609e+00 -1.702613827993255313e+01 5.666020236087689455e+01
-8.124031007751938205e+00 -3.149147286821705904e+01 5.032015503875969387e+01
-5.482747395833328596e+00 3.809147135416665719e+01 3.732747395833328596e+00
-4.826798793623439110e+00 2.028392934080136456e+01 2.844894442050839700e+01
-4.958852192744998888e+00 -8.340010828370324703e+00 4.020140768814293608e+01
